rgb_ts,depth_ts,rgb_fx,rgb_fy,rgb_cx,rgb_cy,rgb_width,rgb_height,depth_fx,depth_fy,depth_cx,depth_cy,depth_width,depth_height,near,far,rgb_pos_x,rgb_pos_y,rgb_pos_z,rgb_rot_x,rgb_rot_y,rgb_rot_z,rgb_rot_w,depth_pos_x,depth_pos_y,depth_pos_z,depth_rot_x,depth_rot_y,depth_rot_z,depth_rot_w
1776817063245,1776817063300,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.10043315339169917,1.4412637576326972,-0.14116599390548837,-0.06664331788082761,-0.22255012066298469,0.042515307692718295,-0.9717111507986926,0.0725476965308189,1.45717811584473,-0.199458062648773,0.0287839565426111,-0.223016798496246,0.0258521866053343,-0.974046587944031
1776817063606,1776817063647,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.09791221022631191,1.4434765918856303,-0.14495872983617022,-0.062314556889508384,-0.22222625351664746,0.04104136101814372,-0.9721357903777627,0.0702595487236977,1.45864999294281,-0.203023478388786,0.0326890684664249,-0.222917377948761,0.0246371738612652,-0.973977565765381
1776817063926,1776817063980,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.08580024544560338,1.4510294206041032,-0.17035034191259904,-0.05977341698996043,-0.22606931185702012,0.040810211725027565,-0.9714187209832824,0.0571101978421211,1.46610498428345,-0.229270040988922,0.0352419503033161,-0.226851925253868,0.0239480454474688,-0.972996830940247
1776817064259,1776817064314,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.035701634113211755,1.4474410410673293,-0.24488725145312756,-0.08761175478616924,-0.18972592235531527,0.041024614186139105,-0.9770594842897702,0.0111825242638588,1.46559023857117,-0.305653482675552,0.00717379339039326,-0.190029516816139,0.0277422908693552,-0.981360137462616
1776817064593,1776817064647,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.04452635702892734,1.4377740001962425,-0.3443348168326943,-0.10277630429042488,-0.15927283257317926,0.04080015728881315,-0.9810221930444419,-0.0655431970953941,1.45771658420563,-0.405857056379318,-0.00725829228758812,-0.159885466098785,0.0302171651273966,-0.986646294593811
1776817064926,1776817064980,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.1677073150233281,1.4240254932218666,-0.42331700270812633,-0.12561909062571566,0.020777704060542825,-0.008482965779189331,-0.9918246671543968,-0.167507573962212,1.44617092609406,-0.487336039543152,-0.0301106050610542,0.0271042510867119,-0.00156749412417412,-0.999177813529968
1776817065273,1776817065314,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.21212761813592512,1.4121982943315023,-0.46066690129216803,-0.14421395673304224,0.08352860220800189,-0.019195235060796418,-0.9858280023652902,-0.202026024460793,1.43716406822205,-0.520893216133118,-0.0491076596081257,0.0855251327157021,-0.00569350272417068,-0.995108842849731
1776817065607,1776817065647,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.2354493072694508,1.405406133173145,-0.49632570418809463,-0.14441109949712888,0.20775380247396616,-0.043255262153750626,-0.9664950978642618,-0.210406243801117,1.43106758594513,-0.551065564155579,-0.0519928000867367,0.206510812044144,-0.0170469991862774,-0.976913332939148
1776817065940,1776817065980,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.25886922750000735,1.4033652697440069,-0.5567693214383685,-0.12316409187905178,0.3688536996260704,-0.06607234587345827,-0.9189189299685514,-0.216577664017677,1.42744505405426,-0.601215600967407,-0.0365420915186405,0.372704267501831,-0.0252171084284782,-0.926887512207031
1776817066287,1776817066327,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.26874629079351076,1.3980386745432882,-0.6065308579800334,-0.11011601534439094,0.48892071711099433,-0.0809447759175651,-0.8615561147110502,-0.216137960553169,1.42199730873108,-0.637752413749695,-0.029076911509037,0.492227673530579,-0.0291789155453444,-0.869491279125214
1776817066620,1776817066661,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.26796301458366756,1.4040169734537216,-0.6172792800136782,-0.08834153614240806,0.5226796177834324,-0.07070777716499609,-0.844986509001268,-0.211788102984428,1.42498135566711,-0.645803511142731,-0.00809079222381115,0.528864145278931,-0.0148396752774715,-0.848538339138031
1776817066940,1776817066994,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.2668591891306325,1.4366804624100293,-0.6126367547263755,0.0006004027833429685,0.5378379933438878,-0.02835247840702506,-0.842571106435829,-0.206812828779221,1.44586658477783,-0.640350103378296,0.0843283236026764,0.541096985340118,0.0305982735008001,-0.83616179227829
1776817067301,1776817067341,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.25344383124042835,1.4688315713217155,-0.5904695228800856,0.08360739544799796,0.513551720214443,0.010780680859158486,-0.8539076126908586,-0.195287793874741,1.46442151069641,-0.622129738330841,0.161998361349106,0.513233721256256,0.0636782944202423,-0.840412378311157
1776817067648,1776817067689,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.22987037768690163,1.4979659688921905,-0.5561489555362145,0.15782152314481937,0.4393032284730459,0.054116840608225025,-0.8827096962467288,-0.179269403219223,1.48151850700378,-0.596210420131683,0.236629098653793,0.439660757780075,0.0987880602478981,-0.860782206058502
