rgb_ts,depth_ts,rgb_fx,rgb_fy,rgb_cx,rgb_cy,rgb_width,rgb_height,depth_fx,depth_fy,depth_cx,depth_cy,depth_width,depth_height,near,far,rgb_pos_x,rgb_pos_y,rgb_pos_z,rgb_rot_x,rgb_rot_y,rgb_rot_z,rgb_rot_w,depth_pos_x,depth_pos_y,depth_pos_z,depth_rot_x,depth_rot_y,depth_rot_z,depth_rot_w
1776820867520,1776820867562,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.6082012389233865,1.8317891942497815,-3.708540796173129,-0.061255829854997106,-0.6758963759889042,0.09177122279121273,-0.7286905069377858,-0.671222746372223,1.85185027122498,-3.71362328529358,0.0127928834408522,-0.680087804794312,0.0300682615488768,-0.732402086257935
1776820867853,1776820867895,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.6053015736731339,1.8295190506659327,-3.7308583653336647,-0.06375312817844227,-0.6759341958324432,0.09207966020892352,-0.7284022499468414,-0.668294668197632,1.84983658790588,-3.73591637611389,0.0102352034300566,-0.680271863937378,0.0303969942033291,-0.732257843017578
1776820868214,1776820868243,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.5687645480272437,1.820605611459997,-3.7654726282111546,-0.06534849977147236,-0.6527754934988017,0.08603217771403199,-0.7498081041591876,-0.637473821640015,1.8410062789917,-3.77095818519592,0.0108793182298541,-0.658490777015686,0.0267841536551714,-0.752033412456512
1776820868548,1776820868590,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.4751901139493741,1.8102998573811853,-3.803236486726596,-0.07282639084066451,-0.6153677558518766,0.07797468155166407,-0.7809857814914843,-0.534672915935516,1.82991123199463,-3.81902933120728,0.00600258447229862,-0.617827177047729,0.0223230663686991,-0.785974085330963
1776820868895,1776820868937,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.3547236041293605,1.8166291586201508,-3.8362257555853816,-0.095478931048682,-0.5761831686800774,0.08561022002747873,-0.8071973860725971,-0.416541785001755,1.83904790878296,-3.85579228401184,-0.0135232312604785,-0.581412732601166,0.0332172513008118,-0.812817931175232
1776820869228,1776820869270,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.27438685180671063,1.817116717202776,-3.8701386056628073,-0.1122681473489785,-0.5400842936791316,0.10683736551292664,-0.8272185903025869,-0.332230001688004,1.84273052215576,-3.89390468597412,-0.0294316485524178,-0.547200798988342,0.0592068992555141,-0.834385752677917
1776820869575,1776820869618,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.1931590706605863,1.8238829660409446,-3.945993874383378,-0.08979922398745264,-0.5289097780858661,0.09435009428242369,-0.8386230414943945,-0.245848834514618,1.84621715545654,-3.97720384597778,-0.00522378273308277,-0.533161282539368,0.0473853722214699,-0.84466952085495
1776820869922,1776820869951,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,-0.0907201480647027,1.822461733412147,-4.078093712044272,-0.08796378643176846,-0.52654522147312,0.08191322428105241,-0.8416072276948977,-0.147548213601112,1.84387147426605,-4.1052417755127,-0.00380680873058736,-0.530235707759857,0.0352991484105587,-0.847106695175171
1776820870242,1776820870284,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.015387165630821417,1.821752768334451,-4.171767183478367,-0.07619067454953825,-0.5554792054205191,0.08718335040691634,-0.8234299586904158,-0.0377518646419048,1.84208750724792,-4.19843435287476,0.00606036931276321,-0.560419738292694,0.0376822948455811,-0.82732892036438
1776820870575,1776820870618,863.7442626953125,863.7442626953125,640.1454467773438,643.5982666015625,1280,1280,144.43813815743954,133.676621744755,121.19798193195969,129.09001176861224,320,320,0.100000001490116,inf,0.17195978896989195,1.8115467994625258,-4.219235432144011,-0.07493795479803751,-0.5861649640523481,0.08665449028164139,-0.802051081392093,0.11842193454504,1.83206272125244,-4.23949670791626,0.00596397742629051,-0.591947674751282,0.0336799137294292,-0.805250406265259
